day_id,day_of_week,hour,ACTIVITY_NAME,ACTIVITY_NAME_ENC
1181,5,19,Eating and Drinking,1
1181,5,20,Sleeping,7
1181,5,21,Socializing and Leisure,8
1181,5,22,Personal Care,4
1181,5,23,Sleeping,7
1182,6,0,Sleeping,7
1182,6,1,Sleeping,7
1182,6,2,Sleeping,7
1182,6,3,Sleeping,7
1182,6,4,Sleeping,7
1182,6,5,Sleeping,7
1182,6,6,Eating and Drinking,1
1182,6,7,Eating and Drinking,1
1182,6,8,Religious and Volunteer Activities,5
1182,6,9,Religious and Volunteer Activities,5
1182,6,10,Shopping,6
1182,6,11,Religious and Volunteer Activities,5
1182,6,12,Religious and Volunteer Activities,5
1182,6,13,Working,11
1182,6,14,Working,11
1182,6,15,Religious and Volunteer Activities,5
1182,6,16,Socializing and Leisure,8
1182,6,17,Working,11
1182,6,18,Socializing and Leisure,8
1182,6,19,Eating and Drinking,1
1182,6,20,Household Activities,3
1182,6,21,Personal Care,4
1182,6,22,Sleeping,7
1182,6,23,Sleeping,7
1183,0,0,Personal Care,4
1183,0,1,Sleeping,7
1183,0,2,Sleeping,7
1183,0,3,Sleeping,7
1183,0,4,Sleeping,7
1183,0,5,Religious and Volunteer Activities,5
1183,0,6,Personal Care,4
1183,0,7,Personal Care,4
1183,0,8,Working,11
1183,0,9,Shopping,6
1183,0,10,Working,11
1183,0,11,Working,11
1183,0,12,Working,11
1183,0,13,Working,11
1183,0,14,Traveling / Commuting,10
1183,0,15,Personal Care,4
1183,0,16,Working,11
1183,0,17,Traveling / Commuting,10
1183,0,18,Traveling / Commuting,10
1183,0,19,Personal Care,4
1183,0,20,Religious and Volunteer Activities,5
1183,0,21,Socializing and Leisure,8
1183,0,22,Sleeping,7
1183,0,23,Sleeping,7
1184,1,0,Sleeping,7
1184,1,1,Sleeping,7
1184,1,2,Sleeping,7
1184,1,3,Sleeping,7
1184,1,4,Personal Care,4
1184,1,5,Sleeping,7
1184,1,6,Eating and Drinking,1
1184,1,7,Household Activities,3
1184,1,8,Sports and Exercise,9
1184,1,9,Education,2
1184,1,10,Working,11
1184,1,11,Shopping,6
1184,1,12,Working,11
1184,1,13,Sports and Exercise,9
1184,1,14,Working,11
1184,1,15,Working,11
1184,1,16,Household Activities,3
1184,1,17,Traveling / Commuting,10
1184,1,18,Socializing and Leisure,8
1184,1,19,Religious and Volunteer Activities,5
1184,1,20,Personal Care,4
1184,1,21,Caring for Household Members,0
1184,1,22,Sleeping,7
1184,1,23,Sleeping,7
1185,2,0,Sleeping,7
1185,2,1,Sleeping,7
1185,2,2,Sleeping,7
1185,2,3,Sleeping,7
1185,2,4,Socializing and Leisure,8
1185,2,5,Sleeping,7
1185,2,6,Education,2
1185,2,7,Traveling / Commuting,10
1185,2,8,Household Activities,3
1185,2,9,Education,2
1185,2,10,Working,11
1185,2,11,Working,11
1185,2,12,Shopping,6
1185,2,13,Working,11
1185,2,14,Working,11
1185,2,15,Education,2
1185,2,16,Eating and Drinking,1
1185,2,17,Personal Care,4
1185,2,18,Socializing and Leisure,8
1185,2,19,Household Activities,3
1185,2,20,Caring for Household Members,0
1185,2,21,Household Activities,3
1185,2,22,Sleeping,7
1185,2,23,Sleeping,7
1186,3,0,Eating and Drinking,1
1186,3,1,Sleeping,7
1186,3,2,Sleeping,7
1186,3,3,Education,2
1186,3,4,Personal Care,4
1186,3,5,Sleeping,7
1186,3,6,Working,11
1186,3,7,Education,2
1186,3,8,Education,2
1186,3,9,Education,2
1186,3,10,Household Activities,3
1186,3,11,Working,11
1186,3,12,Working,11
1186,3,13,Socializing and Leisure,8
1186,3,14,Shopping,6
1186,3,15,Eating and Drinking,1
1186,3,16,Eating and Drinking,1
1186,3,17,Religious and Volunteer Activities,5
1186,3,18,Eating and Drinking,1
1186,3,19,Household Activities,3
1186,3,20,Socializing and Leisure,8
1186,3,21,Household Activities,3
1186,3,22,Sleeping,7
1186,3,23,Sleeping,7
1187,4,0,Sleeping,7
1187,4,1,Sleeping,7
1187,4,2,Household Activities,3
1187,4,3,Sleeping,7
1187,4,4,Sleeping,7
1187,4,5,Sleeping,7
1187,4,6,Eating and Drinking,1
1187,4,7,Education,2
1187,4,8,Working,11
1187,4,9,Shopping,6
1187,4,10,Working,11
1187,4,11,Eating and Drinking,1
1187,4,12,Household Activities,3
1187,4,13,Socializing and Leisure,8
1187,4,14,Working,11
1187,4,15,Traveling / Commuting,10
1187,4,16,Working,11
1187,4,17,Eating and Drinking,1
1187,4,18,Eating and Drinking,1
1187,4,19,Eating and Drinking,1
1187,4,20,Personal Care,4
1187,4,21,Socializing and Leisure,8
1187,4,22,Personal Care,4
1187,4,23,Sleeping,7
1188,5,0,Socializing and Leisure,8
1188,5,1,Sleeping,7
1188,5,2,Sleeping,7
1188,5,3,Sleeping,7
1188,5,4,Sleeping,7
1188,5,5,Personal Care,4
1188,5,6,Personal Care,4
1188,5,7,Caring for Household Members,0
1188,5,8,Sports and Exercise,9
1188,5,9,Education,2
1188,5,10,Education,2
1188,5,11,Working,11
1188,5,12,Eating and Drinking,1
1188,5,13,Caring for Household Members,0
1188,5,14,Working,11
1188,5,15,Eating and Drinking,1
1188,5,16,Shopping,6
1188,5,17,Household Activities,3
1188,5,18,Sports and Exercise,9
1188,5,19,Household Activities,3
1188,5,20,Religious and Volunteer Activities,5
1188,5,21,Socializing and Leisure,8
1188,5,22,Sleeping,7
1188,5,23,Sleeping,7
1189,6,0,Sleeping,7
1189,6,1,Sleeping,7
1189,6,2,Sleeping,7
1189,6,3,Sleeping,7
1189,6,4,Sleeping,7
1189,6,5,Sleeping,7
1189,6,6,Traveling / Commuting,10
1189,6,7,Eating and Drinking,1
1189,6,8,Personal Care,4
1189,6,9,Working,11
1189,6,10,Education,2
1189,6,11,Shopping,6
1189,6,12,Education,2
1189,6,13,Education,2
1189,6,14,Education,2
1189,6,15,Shopping,6
1189,6,16,Working,11
1189,6,17,Working,11
1189,6,18,Socializing and Leisure,8
1189,6,19,Caring for Household Members,0
1189,6,20,Socializing and Leisure,8
1189,6,21,Caring for Household Members,0
1189,6,22,Household Activities,3
1189,6,23,Sleeping,7
1190,0,0,Sleeping,7
1190,0,1,Sleeping,7
1190,0,2,Sleeping,7
1190,0,3,Sleeping,7
1190,0,4,Sleeping,7
1190,0,5,Traveling / Commuting,10
1190,0,6,Education,2
1190,0,7,Working,11
1190,0,8,Socializing and Leisure,8
1190,0,9,Working,11
1190,0,10,Working,11
1190,0,11,Education,2
1190,0,12,Shopping,6
1190,0,13,Working,11
1190,0,14,Working,11
1190,0,15,Education,2
1190,0,16,Working,11
1190,0,17,Traveling / Commuting,10
1190,0,18,Socializing and Leisure,8
1190,0,19,Caring for Household Members,0
1190,0,20,Sleeping,7
1190,0,21,Personal Care,4
1190,0,22,Socializing and Leisure,8
1190,0,23,Caring for Household Members,0
1191,1,0,Sleeping,7
1191,1,1,Sleeping,7
1191,1,2,Sleeping,7
1191,1,3,Sleeping,7
1191,1,4,Sleeping,7
1191,1,5,Sleeping,7
1191,1,6,Education,2
1191,1,7,Sports and Exercise,9
1191,1,8,Working,11
1191,1,9,Education,2
1191,1,10,Shopping,6
1191,1,11,Working,11
1191,1,12,Eating and Drinking,1
1191,1,13,Sports and Exercise,9
1191,1,14,Education,2
1191,1,15,Education,2
1191,1,16,Socializing and Leisure,8
1191,1,17,Eating and Drinking,1
1191,1,18,Personal Care,4
1191,1,19,Household Activities,3
1191,1,20,Education,2
1191,1,21,Religious and Volunteer Activities,5
1191,1,22,Sleeping,7
1191,1,23,Sleeping,7
1192,2,0,Sleeping,7
1192,2,1,Sleeping,7
1192,2,2,Sleeping,7
1192,2,3,Sleeping,7
1192,2,4,Sleeping,7
1192,2,5,Sports and Exercise,9
1192,2,6,Personal Care,4
1192,2,7,Personal Care,4
1192,2,8,Eating and Drinking,1
1192,2,9,Education,2
1192,2,10,Working,11
1192,2,11,Education,2
1192,2,12,Household Activities,3
1192,2,13,Working,11
1192,2,14,Education,2
1192,2,15,Working,11
1192,2,16,Education,2
1192,2,17,Eating and Drinking,1
1192,2,18,Socializing and Leisure,8
1192,2,19,Socializing and Leisure,8
1192,2,20,Traveling / Commuting,10
1192,2,21,Personal Care,4
1192,2,22,Household Activities,3
1192,2,23,Sleeping,7
1193,3,0,Sleeping,7
1193,3,1,Sleeping,7
1193,3,2,Sleeping,7
1193,3,3,Sleeping,7
1193,3,4,Sleeping,7
1193,3,5,Sleeping,7
1193,3,6,Education,2
1193,3,7,Personal Care,4
1193,3,8,Socializing and Leisure,8
1193,3,9,Traveling / Commuting,10
1193,3,10,Education,2
1193,3,11,Working,11
1193,3,12,Sports and Exercise,9
1193,3,13,Working,11
1193,3,14,Education,2
1193,3,15,Shopping,6
1193,3,16,Education,2
1193,3,17,Eating and Drinking,1
1193,3,18,Socializing and Leisure,8
1193,3,19,Socializing and Leisure,8
1193,3,20,Socializing and Leisure,8
1193,3,21,Socializing and Leisure,8
1193,3,22,Socializing and Leisure,8
1193,3,23,Eating and Drinking,1
1194,4,0,Sleeping,7
1194,4,1,Sleeping,7
1194,4,2,Sleeping,7
1194,4,3,Sleeping,7
1194,4,4,Personal Care,4
1194,4,5,Sleeping,7
1194,4,6,Education,2
1194,4,7,Traveling / Commuting,10
1194,4,8,Caring for Household Members,0
1194,4,9,Working,11
1194,4,10,Working,11
1194,4,11,Religious and Volunteer Activities,5
1194,4,12,Eating and Drinking,1
1194,4,13,Shopping,6
1194,4,14,Eating and Drinking,1
1194,4,15,Working,11
1194,4,16,Education,2
1194,4,17,Household Activities,3
1194,4,18,Religious and Volunteer Activities,5
1194,4,19,Shopping,6
1194,4,20,Socializing and Leisure,8
1194,4,21,Sleeping,7
1194,4,22,Socializing and Leisure,8
1194,4,23,Sleeping,7
1195,5,0,Sleeping,7
1195,5,1,Sleeping,7
1195,5,2,Sleeping,7
1195,5,3,Sleeping,7
1195,5,4,Sleeping,7
1195,5,5,Sleeping,7
1195,5,6,Working,11
1195,5,7,Traveling / Commuting,10
1195,5,8,Working,11
1195,5,9,Working,11
1195,5,10,Working,11
1195,5,11,Working,11
1195,5,12,Eating and Drinking,1
1195,5,13,Working,11
1195,5,14,Shopping,6
1195,5,15,Eating and Drinking,1
1195,5,16,Socializing and Leisure,8
1195,5,17,Religious and Volunteer Activities,5
1195,5,18,Religious and Volunteer Activities,5
1195,5,19,Sports and Exercise,9
1195,5,20,Household Activities,3
1195,5,21,Sleeping,7
1195,5,22,Socializing and Leisure,8
1195,5,23,Sleeping,7
1196,6,0,Sleeping,7
1196,6,1,Sleeping,7
1196,6,2,Sleeping,7
1196,6,3,Sleeping,7
1196,6,4,Personal Care,4
1196,6,5,Household Activities,3
1196,6,6,Education,2
1196,6,7,Eating and Drinking,1
1196,6,8,Education,2
1196,6,9,Working,11
1196,6,10,Sports and Exercise,9
1196,6,11,Eating and Drinking,1
1196,6,12,Sports and Exercise,9
1196,6,13,Religious and Volunteer Activities,5
1196,6,14,Personal Care,4
1196,6,15,Eating and Drinking,1
1196,6,16,Working,11
1196,6,17,Shopping,6
1196,6,18,Working,11
1196,6,19,Sports and Exercise,9
1196,6,20,Socializing and Leisure,8
1196,6,21,Caring for Household Members,0
1196,6,22,Socializing and Leisure,8
1196,6,23,Sleeping,7
1197,0,0,Sleeping,7
1197,0,1,Sleeping,7
1197,0,2,Sleeping,7
1197,0,3,Sleeping,7
1197,0,4,Sleeping,7
1197,0,5,Sleeping,7
1197,0,6,Eating and Drinking,1
1197,0,7,Eating and Drinking,1
1197,0,8,Sports and Exercise,9
1197,0,9,Education,2
1197,0,10,Working,11
1197,0,11,Shopping,6
1197,0,12,Working,11
1197,0,13,Household Activities,3
1197,0,14,Socializing and Leisure,8
1197,0,15,Education,2
1197,0,16,Working,11
1197,0,17,Eating and Drinking,1
1197,0,18,Socializing and Leisure,8
1197,0,19,Caring for Household Members,0
1197,0,20,Eating and Drinking,1
1197,0,21,Sleeping,7
1197,0,22,Eating and Drinking,1
1197,0,23,Sleeping,7
1198,1,0,Religious and Volunteer Activities,5
1198,1,1,Sleeping,7
1198,1,2,Sleeping,7
1198,1,3,Sleeping,7
1198,1,4,Sleeping,7
1198,1,5,Personal Care,4
1198,1,6,Working,11
1198,1,7,Household Activities,3
1198,1,8,Education,2
1198,1,9,Working,11
1198,1,10,Traveling / Commuting,10
1198,1,11,Education,2
1198,1,12,Working,11
1198,1,13,Eating and Drinking,1
1198,1,14,Working,11
1198,1,15,Working,11
1198,1,16,Shopping,6
1198,1,17,Personal Care,4
1198,1,18,Traveling / Commuting,10
1198,1,19,Personal Care,4
1198,1,20,Household Activities,3
1198,1,21,Sleeping,7
1198,1,22,Sleeping,7
1198,1,23,Socializing and Leisure,8
1199,2,0,Sleeping,7
1199,2,1,Sleeping,7
1199,2,2,Sleeping,7
1199,2,3,Sleeping,7
1199,2,4,Sleeping,7
1199,2,5,Sports and Exercise,9
1199,2,6,Caring for Household Members,0
1199,2,7,Household Activities,3
1199,2,8,Working,11
1199,2,9,Working,11
1199,2,10,Shopping,6
1199,2,11,Traveling / Commuting,10
1199,2,12,Shopping,6
1199,2,13,Traveling / Commuting,10
1199,2,14,Working,11
1199,2,15,Socializing and Leisure,8
1199,2,16,Socializing and Leisure,8
1199,2,17,Sports and Exercise,9
1199,2,18,Socializing and Leisure,8
1199,2,19,Eating and Drinking,1
1199,2,20,Personal Care,4
1199,2,21,Religious and Volunteer Activities,5
1199,2,22,Sleeping,7
1199,2,23,Sleeping,7
1200,3,0,Sleeping,7
1200,3,1,Sleeping,7
1200,3,2,Sleeping,7
1200,3,3,Sleeping,7
1200,3,4,Working,11
1200,3,5,Personal Care,4
1200,3,6,Household Activities,3
1200,3,7,Traveling / Commuting,10
1200,3,8,Religious and Volunteer Activities,5
1200,3,9,Religious and Volunteer Activities,5
1200,3,10,Education,2
1200,3,11,Working,11
1200,3,12,Personal Care,4
1200,3,13,Education,2
1200,3,14,Education,2
1200,3,15,Sports and Exercise,9
1200,3,16,Working,11
1200,3,17,Sports and Exercise,9
1200,3,18,Household Activities,3
1200,3,19,Caring for Household Members,0
1200,3,20,Caring for Household Members,0
1200,3,21,Sports and Exercise,9
1200,3,22,Sleeping,7
1200,3,23,Sleeping,7
1201,4,0,Sleeping,7
1201,4,1,Sleeping,7
1201,4,2,Sleeping,7
1201,4,3,Caring for Household Members,0
1201,4,4,Sleeping,7
1201,4,5,Sleeping,7
1201,4,6,Sports and Exercise,9
1201,4,7,Working,11
1201,4,8,Eating and Drinking,1
1201,4,9,Shopping,6
1201,4,10,Socializing and Leisure,8
1201,4,11,Personal Care,4
1201,4,12,Eating and Drinking,1
1201,4,13,Education,2
1201,4,14,Caring for Household Members,0
1201,4,15,Personal Care,4
1201,4,16,Working,11
1201,4,17,Sports and Exercise,9
1201,4,18,Eating and Drinking,1
1201,4,19,Sports and Exercise,9
1201,4,20,Socializing and Leisure,8
1201,4,21,Caring for Household Members,0
1201,4,22,Socializing and Leisure,8
1201,4,23,Sleeping,7
1202,5,0,Sleeping,7
1202,5,1,Sleeping,7
1202,5,2,Sleeping,7
1202,5,3,Sleeping,7
1202,5,4,Sleeping,7
1202,5,5,Personal Care,4
1202,5,6,Personal Care,4
1202,5,7,Education,2
1202,5,8,Sports and Exercise,9
1202,5,9,Working,11
1202,5,10,Working,11
1202,5,11,Working,11
1202,5,12,Eating and Drinking,1
1202,5,13,Eating and Drinking,1
1202,5,14,Working,11
1202,5,15,Working,11
1202,5,16,Shopping,6
1202,5,17,Traveling / Commuting,10
1202,5,18,Household Activities,3
1202,5,19,Religious and Volunteer Activities,5
1202,5,20,Sports and Exercise,9
1202,5,21,Religious and Volunteer Activities,5
1202,5,22,Socializing and Leisure,8
1202,5,23,Sleeping,7
1203,6,0,Sleeping,7
1203,6,1,Sleeping,7
1203,6,2,Sleeping,7
1203,6,3,Sleeping,7
1203,6,4,Sleeping,7
1203,6,5,Eating and Drinking,1
1203,6,6,Eating and Drinking,1
1203,6,7,Caring for Household Members,0
1203,6,8,Working,11
1203,6,9,Education,2
1203,6,10,Traveling / Commuting,10
1203,6,11,Education,2
1203,6,12,Education,2
1203,6,13,Personal Care,4
1203,6,14,Traveling / Commuting,10
1203,6,15,Working,11
1203,6,16,Traveling / Commuting,10
1203,6,17,Working,11
1203,6,18,Caring for Household Members,0
1203,6,19,Socializing and Leisure,8
1203,6,20,Socializing and Leisure,8
1203,6,21,Household Activities,3
1203,6,22,Shopping,6
1203,6,23,Sleeping,7
1204,0,0,Sleeping,7
1204,0,1,Sleeping,7
1204,0,2,Sleeping,7
1204,0,3,Sleeping,7
1204,0,4,Sleeping,7
1204,0,5,Personal Care,4
1204,0,6,Eating and Drinking,1
1204,0,7,Eating and Drinking,1
1204,0,8,Caring for Household Members,0
1204,0,9,Sports and Exercise,9
1204,0,10,Religious and Volunteer Activities,5
1204,0,11,Education,2
1204,0,12,Sports and Exercise,9
1204,0,13,Working,11
1204,0,14,Working,11
1204,0,15,Personal Care,4
1204,0,16,Household Activities,3
1204,0,17,Traveling / Commuting,10
1204,0,18,Household Activities,3
1204,0,19,Caring for Household Members,0
1204,0,20,Household Activities,3
1204,0,21,Eating and Drinking,1
1204,0,22,Sleeping,7
1204,0,23,Sleeping,7
1205,1,0,Sleeping,7
1205,1,1,Sleeping,7
1205,1,2,Sleeping,7
1205,1,3,Sleeping,7
1205,1,4,Sleeping,7
1205,1,5,Household Activities,3
1205,1,6,Working,11
1205,1,7,Working,11
1205,1,8,Traveling / Commuting,10
1205,1,9,Eating and Drinking,1
1205,1,10,Working,11
1205,1,11,Working,11
1205,1,12,Shopping,6
1205,1,13,Personal Care,4
1205,1,14,Education,2
1205,1,15,Shopping,6
1205,1,16,Shopping,6
1205,1,17,Shopping,6
1205,1,18,Shopping,6
1205,1,19,Eating and Drinking,1
1205,1,20,Personal Care,4
1205,1,21,Eating and Drinking,1
1205,1,22,Socializing and Leisure,8
1205,1,23,Sleeping,7
1206,2,0,Sleeping,7
1206,2,1,Sleeping,7
1206,2,2,Sleeping,7
1206,2,3,Sleeping,7
1206,2,4,Sleeping,7
1206,2,5,Sports and Exercise,9
1206,2,6,Household Activities,3
1206,2,7,Sports and Exercise,9
1206,2,8,Household Activities,3
1206,2,9,Education,2
1206,2,10,Shopping,6
1206,2,11,Eating and Drinking,1
1206,2,12,Traveling / Commuting,10
1206,2,13,Working,11
1206,2,14,Working,11
1206,2,15,Eating and Drinking,1
1206,2,16,Sports and Exercise,9
1206,2,17,Sports and Exercise,9
1206,2,18,Sports and Exercise,9
1206,2,19,Traveling / Commuting,10
1206,2,20,Household Activities,3
1206,2,21,Socializing and Leisure,8
1206,2,22,Household Activities,3
1206,2,23,Traveling / Commuting,10
1207,3,0,Sleeping,7
1207,3,1,Socializing and Leisure,8
1207,3,2,Sleeping,7
1207,3,3,Sleeping,7
1207,3,4,Sleeping,7
1207,3,5,Socializing and Leisure,8
1207,3,6,Sleeping,7
1207,3,7,Personal Care,4
1207,3,8,Personal Care,4
1207,3,9,Socializing and Leisure,8
1207,3,10,Shopping,6
1207,3,11,Traveling / Commuting,10
1207,3,12,Working,11
1207,3,13,Eating and Drinking,1
1207,3,14,Working,11
1207,3,15,Personal Care,4
1207,3,16,Education,2
1207,3,17,Traveling / Commuting,10
1207,3,18,Religious and Volunteer Activities,5
1207,3,19,Caring for Household Members,0
1207,3,20,Sleeping,7
1207,3,21,Personal Care,4
1207,3,22,Household Activities,3
1207,3,23,Sports and Exercise,9
1208,4,0,Sleeping,7
1208,4,1,Sleeping,7
1208,4,2,Sleeping,7
1208,4,3,Sleeping,7
1208,4,4,Sleeping,7
1208,4,5,Socializing and Leisure,8
1208,4,6,Personal Care,4
1208,4,7,Traveling / Commuting,10
1208,4,8,Working,11
1208,4,9,Eating and Drinking,1
1208,4,10,Working,11
1208,4,11,Working,11
1208,4,12,Household Activities,3
1208,4,13,Sports and Exercise,9
1208,4,14,Household Activities,3
1208,4,15,Socializing and Leisure,8
1208,4,16,Household Activities,3
1208,4,17,Personal Care,4
1208,4,18,Religious and Volunteer Activities,5
1208,4,19,Sports and Exercise,9
1208,4,20,Personal Care,4
1208,4,21,Caring for Household Members,0
1208,4,22,Household Activities,3
1208,4,23,Sleeping,7
1209,5,0,Sleeping,7
1209,5,1,Sleeping,7
1209,5,2,Sleeping,7
1209,5,3,Sleeping,7
1209,5,4,Sleeping,7
1209,5,5,Sleeping,7
1209,5,6,Personal Care,4
1209,5,7,Education,2
1209,5,8,Education,2
1209,5,9,Working,11
1209,5,10,Traveling / Commuting,10
1209,5,11,Sports and Exercise,9
1209,5,12,Working,11
1209,5,13,Working,11
1209,5,14,Education,2
1209,5,15,Working,11
1209,5,16,Caring for Household Members,0
1209,5,17,Sports and Exercise,9
1209,5,18,Shopping,6
1209,5,19,Socializing and Leisure,8
1209,5,20,Socializing and Leisure,8
1209,5,21,Personal Care,4
1209,5,22,Sleeping,7
1209,5,23,Sleeping,7
1210,6,0,Sleeping,7
1210,6,1,Sleeping,7
1210,6,2,Sleeping,7
1210,6,3,Education,2
1210,6,4,Sleeping,7
1210,6,5,Sleeping,7
1210,6,6,Eating and Drinking,1
1210,6,7,Eating and Drinking,1
1210,6,8,Socializing and Leisure,8
1210,6,9,Personal Care,4
1210,6,10,Working,11
1210,6,11,Working,11
1210,6,12,Socializing and Leisure,8
1210,6,13,Education,2
1210,6,14,Education,2
1210,6,15,Working,11
1210,6,16,Shopping,6
1210,6,17,Personal Care,4
1210,6,18,Household Activities,3
1210,6,19,Sports and Exercise,9
1210,6,20,Shopping,6
1210,6,21,Sleeping,7
1210,6,22,Sleeping,7
1210,6,23,Sleeping,7
1211,0,0,Sleeping,7
1211,0,1,Sleeping,7
1211,0,2,Sleeping,7
1211,0,3,Shopping,6
1211,0,4,Sleeping,7
1211,0,5,Sports and Exercise,9
1211,0,6,Sports and Exercise,9
1211,0,7,Sports and Exercise,9
1211,0,8,Caring for Household Members,0
1211,0,9,Sleeping,7
1211,0,10,Socializing and Leisure,8
1211,0,11,Working,11
1211,0,12,Eating and Drinking,1
1211,0,13,Working,11
1211,0,14,Education,2
1211,0,15,Religious and Volunteer Activities,5
1211,0,16,Household Activities,3
1211,0,17,Socializing and Leisure,8
1211,0,18,Traveling / Commuting,10
1211,0,19,Household Activities,3
1211,0,20,Personal Care,4
1211,0,21,Eating and Drinking,1
1211,0,22,Socializing and Leisure,8
1211,0,23,Sleeping,7
1212,1,0,Sleeping,7
1212,1,1,Sleeping,7
1212,1,2,Sleeping,7
1212,1,3,Shopping,6
1212,1,4,Sleeping,7
1212,1,5,Traveling / Commuting,10
1212,1,6,Personal Care,4
1212,1,7,Personal Care,4
1212,1,8,Traveling / Commuting,10
1212,1,9,Shopping,6
1212,1,10,Working,11
1212,1,11,Household Activities,3
1212,1,12,Education,2
1212,1,13,Education,2
1212,1,14,Education,2
1212,1,15,Shopping,6
1212,1,16,Traveling / Commuting,10
1212,1,17,Shopping,6
1212,1,18,Socializing and Leisure,8
1212,1,19,Sports and Exercise,9
1212,1,20,Caring for Household Members,0
1212,1,21,Sleeping,7
1212,1,22,Sleeping,7
1212,1,23,Sleeping,7
1213,2,0,Sleeping,7
1213,2,1,Sleeping,7
1213,2,2,Sleeping,7
1213,2,3,Sleeping,7
1213,2,4,Sleeping,7
1213,2,5,Sleeping,7
1213,2,6,Personal Care,4
1213,2,7,Sports and Exercise,9
1213,2,8,Traveling / Commuting,10
1213,2,9,Personal Care,4
1213,2,10,Working,11
1213,2,11,Religious and Volunteer Activities,5
1213,2,12,Working,11
1213,2,13,Traveling / Commuting,10
1213,2,14,Working,11
1213,2,15,Working,11
1213,2,16,Working,11
1213,2,17,Eating and Drinking,1
1213,2,18,Traveling / Commuting,10
1213,2,19,Religious and Volunteer Activities,5
1213,2,20,Religious and Volunteer Activities,5
1213,2,21,Socializing and Leisure,8
1213,2,22,Socializing and Leisure,8
1213,2,23,Sleeping,7
1214,3,0,Sleeping,7
1214,3,1,Sleeping,7
1214,3,2,Sleeping,7
1214,3,3,Sleeping,7
1214,3,4,Personal Care,4
1214,3,5,Eating and Drinking,1
1214,3,6,Education,2
1214,3,7,Household Activities,3
1214,3,8,Education,2
1214,3,9,Religious and Volunteer Activities,5
1214,3,10,Working,11
1214,3,11,Religious and Volunteer Activities,5
1214,3,12,Household Activities,3
1214,3,13,Socializing and Leisure,8
1214,3,14,Education,2
1214,3,15,Working,11
1214,3,16,Household Activities,3
1214,3,17,Socializing and Leisure,8
1214,3,18,Personal Care,4
1214,3,19,Shopping,6
1214,3,20,Household Activities,3
1214,3,21,Education,2
1214,3,22,Sleeping,7
1214,3,23,Sleeping,7
1215,4,0,Socializing and Leisure,8
1215,4,1,Eating and Drinking,1
1215,4,2,Sleeping,7
1215,4,3,Sleeping,7
1215,4,4,Sleeping,7
1215,4,5,Sleeping,7
1215,4,6,Sleeping,7
1215,4,7,Traveling / Commuting,10
1215,4,8,Working,11
1215,4,9,Sports and Exercise,9
1215,4,10,Working,11
1215,4,11,Household Activities,3
1215,4,12,Shopping,6
1215,4,13,Education,2
1215,4,14,Working,11
1215,4,15,Working,11
1215,4,16,Working,11
1215,4,17,Eating and Drinking,1
1215,4,18,Socializing and Leisure,8
1215,4,19,Eating and Drinking,1
1215,4,20,Personal Care,4
1215,4,21,Sports and Exercise,9
1215,4,22,Personal Care,4
1215,4,23,Sleeping,7
1216,5,0,Sleeping,7
1216,5,1,Sleeping,7
1216,5,2,Sleeping,7
1216,5,3,Sleeping,7
1216,5,4,Sleeping,7
1216,5,5,Sleeping,7
1216,5,6,Caring for Household Members,0
1216,5,7,Working,11
1216,5,8,Household Activities,3
1216,5,9,Education,2
1216,5,10,Working,11
1216,5,11,Working,11
1216,5,12,Traveling / Commuting,10
1216,5,13,Working,11
1216,5,14,Working,11
1216,5,15,Socializing and Leisure,8
1216,5,16,Sports and Exercise,9
1216,5,17,Traveling / Commuting,10
1216,5,18,Eating and Drinking,1
1216,5,19,Household Activities,3
1216,5,20,Personal Care,4
1216,5,21,Socializing and Leisure,8
1216,5,22,Sleeping,7
1216,5,23,Sleeping,7
1217,6,0,Sleeping,7
1217,6,1,Sleeping,7
1217,6,2,Sleeping,7
1217,6,3,Sports and Exercise,9
1217,6,4,Personal Care,4
1217,6,5,Religious and Volunteer Activities,5
1217,6,6,Eating and Drinking,1
1217,6,7,Personal Care,4
1217,6,8,Working,11
1217,6,9,Sports and Exercise,9
1217,6,10,Working,11
1217,6,11,Working,11
1217,6,12,Personal Care,4
1217,6,13,Working,11
1217,6,14,Working,11
1217,6,15,Eating and Drinking,1
1217,6,16,Household Activities,3
1217,6,17,Caring for Household Members,0
1217,6,18,Shopping,6
1217,6,19,Socializing and Leisure,8
1217,6,20,Personal Care,4
1217,6,21,Socializing and Leisure,8
1217,6,22,Sleeping,7
1217,6,23,Sleeping,7
1218,0,0,Sleeping,7
1218,0,1,Sports and Exercise,9
1218,0,2,Sleeping,7
1218,0,3,Sleeping,7
1218,0,4,Sleeping,7
1218,0,5,Personal Care,4
1218,0,6,Working,11
1218,0,7,Eating and Drinking,1
1218,0,8,Caring for Household Members,0
1218,0,9,Working,11
1218,0,10,Education,2
1218,0,11,Shopping,6
1218,0,12,Eating and Drinking,1
1218,0,13,Education,2
1218,0,14,Shopping,6
1218,0,15,Working,11
1218,0,16,Personal Care,4
1218,0,17,Sports and Exercise,9
1218,0,18,Household Activities,3
1218,0,19,Traveling / Commuting,10
1218,0,20,Sleeping,7
1218,0,21,Sleeping,7
1218,0,22,Socializing and Leisure,8
1218,0,23,Sports and Exercise,9
1219,1,0,Sleeping,7
1219,1,1,Sleeping,7
1219,1,2,Sleeping,7
1219,1,3,Sleeping,7
1219,1,4,Personal Care,4
